#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
1040	TMEM201_AR	TMEM201	199953	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2344	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina vasculature morphology (MP:0002792), 		Proximity to PTRH2 associated with Infantile multisystem neurologic-endocrine-pancreatic disease (ORPHA:456312): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
1040	SCUBE2_AD	SCUBE2	57758	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to APC2 associated with Cortical dysplasia, complex, with other brain malformations 10 (OMIM:618677): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to APC2 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	TENM3_AR	TENM3	55714	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2831	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal sensory neuron innervation pattern (MP:0000968), 		Proximity to TUBA1A associated with Lissencephaly due to TUBA1A mutation (ORPHA:171680): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TUBA1A Epileptic spasm (HP:0011097)-abnormal neuron physiology (MP:0004811), 	
1040	ARHGEF26_AR	ARHGEF26	26084	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to OPHN1 associated with X-linked intellectual disability-cerebellar hypoplasia syndrome (ORPHA:137831): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to OPHN1 Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	
1040	KNDC1_AR	KNDC1	85442	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2997	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal dendrite morphology (MP:0008143), 		Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SPTBN1 Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
1040	LYZL1_AR	LYZL1	84569	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
1040	ROPN1L_AD	ROPN1L	83853	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SCN2A associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SCN2A Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	MEGF6_AR	MEGF6	1953	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SYNJ1 associated with Developmental and epileptic encephalopathy 53 (OMIM:617389): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SYNJ1 Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 	
1040	ZKSCAN3_AD	ZKSCAN3	80317	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LAMC3 associated with Cortical malformations, occipital (OMIM:614115): Epileptic spasm (HP:0011097)-Focal impaired awareness automatism seizure (HP:0032909), 	Proximity to LAMC3 Epileptic spasm (HP:0011097)-abnormal amacrine cell morphology (MP:0005240), 	
1040	SEMA3G_AR	SEMA3G	56920	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PTEN associated with Bilateral frontoparietal polymicrogyria (ORPHA:101070): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to PTEN Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 	
1040	EPB41L4A_AR	EPB41L4A	64097	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CRH associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CRH Epileptic spasm (HP:0011097)-abnormal solitary pulmonary neuroendocrine cell morphology (MP:0010914), 	
1040	ARHGEF10_AD	ARHGEF10	9639	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
1040	SFSWAP_AR	SFSWAP	6433	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HNRNPU associated with Developmental and epileptic encephalopathy 54 (OMIM:617391): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to HNRNPU Epileptic spasm (HP:0011097)-abnormal brain wave pattern (MP:0004994), 	
1040	PARP10_AR	PARP10	84875	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4790	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased nerve conduction velocity (MP:0008814), 		Proximity to GOLGA2 associated with Developmental delay with hypotonia, myopathy, and brain abnormalities (OMIM:620240): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GOLGA2 Epileptic spasm (HP:0011097)-decreased Purkinje cell number (MP:0000880), 	
1040	ERGIC3_AD	ERGIC3	51614	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to AFG2A associated with Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome (ORPHA:457351): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ATRNL1_AD	ATRNL1	26033	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CRH associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CRH Epileptic spasm (HP:0011097)-abnormal solitary pulmonary neuroendocrine cell morphology (MP:0010914), 	
1040	PIP_AD	PIP	5304	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HCFC1 associated with Methylmalonic aciduria and homocysteinemia, cblX type (OMIM:309541): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to HCFC1 Epileptic spasm (HP:0011097)-thin cerebral cortex (MP:0006254), 	
1040	DCDC1_AR	DCDC1	341019	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to FRRS1L associated with Continuous spikes and waves during sleep (ORPHA:725): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to FRRS1L Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	EXO5_AD	EXO5	64789	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ERCC5 associated with Xeroderma pigmentosum, group G (OMIM:278780): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	HPF1_AD	HPF1	54969	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PRMT7 associated with Short stature, brachydactyly, intellectual developmental disability, and seizures (OMIM:617157): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to PRMT7 Epileptic spasm (HP:0011097)-abnormal hypoglossal nerve topology (MP:0013836), 	
1040	TMEM117_AD	TMEM117	84216	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NBEA associated with Neurodevelopmental disorder with or without early-onset generalized epilepsy (OMIM:619157): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to NBEA Epileptic spasm (HP:0011097)-abnormal miniature endplate potential (MP:0004835), 	
1040	KIR2DL3_AD	KIR2DL3	3804	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to EEF1A2 associated with Intellectual developmental disorder, autosomal dominant 38 (OMIM:616393): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to EEF1A2 Epileptic spasm (HP:0011097)-sporadic seizures (MP:0000951), 	
1040	SPRED2_AR	SPRED2	200734	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.3036	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-increased brain size (MP:0005238), 		Proximity to GRIN2B associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GRIN2B Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
1040	GGNBP2_AR	GGNBP2	79893	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SMS associated with X-linked intellectual disability, Snyder type (ORPHA:3063): Epileptic spasm (HP:0011097)-Focal motor seizure (HP:0011153), 		
1040	PAQR5_AR	PAQR5	54852	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SPTBN1 Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
1040	CLEC2D_AR	CLEC2D	29121	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ADGRG1 associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ADGRG1 Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 	
1040	FREM1_AD	FREM1	158326	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3269	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to MT-ND1 associated with Mitochondrial DNA-associated Leigh syndrome (ORPHA:255210): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	FREM1_AR	FREM1	158326	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.3269	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to MT-ND1 associated with Mitochondrial DNA-associated Leigh syndrome (ORPHA:255210): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	C10orf90_AD	C10orf90	118611	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PDX1 associated with Isolated permanent neonatal diabetes mellitus (ORPHA:99885): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		Proximity to PDX1 Epileptic spasm (HP:0011097)-endocrine pancreas decreased functionality, abnormal (ZP:0010082), 
1040	TAS2R46_AR	TAS2R46	259292	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PI4KA associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ZNF683_AD	ZNF683	257101	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to EXTL3 associated with Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome (ORPHA:508533): Epileptic spasm (HP:0011097)-Focal myoclonic seizure (HP:0011166), 		
1040	BCAS4_AD	BCAS4	55653	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
1040	C7orf50_AD	C7orf50	84310	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DHX37 associated with Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies (OMIM:618731): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	DSCAML1_AD	DSCAML1	57453	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3809	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic currents (MP:0002910), 		Proximity to FBXO28 associated with Developmental and epileptic encephalopathy 100 (OMIM:619777): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	AQP11_AD	AQP11	282679	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LONP1 associated with Pyruvate dehydrogenase E1-alpha deficiency (ORPHA:79243): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to LONP1 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	SMPDL3A_AD	SMPDL3A	10924	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PRMT7 associated with Short stature, brachydactyly, intellectual developmental disability, and seizures (OMIM:617157): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to PRMT7 Epileptic spasm (HP:0011097)-abnormal hypoglossal nerve topology (MP:0013836), 	
1040	KHDRBS2_AD	KHDRBS2	202559	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3460	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-alpha-synuclein inclusion body (MP:0008493), 		Proximity to HNRNPU associated with Developmental and epileptic encephalopathy 54 (OMIM:617391): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to HNRNPU Epileptic spasm (HP:0011097)-abnormal brain wave pattern (MP:0004994), 	
1040	KHDRBS2_AR	KHDRBS2	202559	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.3460	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-alpha-synuclein inclusion body (MP:0008493), 		Proximity to HNRNPU associated with Developmental and epileptic encephalopathy 54 (OMIM:617391): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to HNRNPU Epileptic spasm (HP:0011097)-abnormal brain wave pattern (MP:0004994), 	
1040	ANO2_AD	ANO2	57101	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CLCN2 associated with Epilepsy, juvenile myoclonic, susceptibility to, 8 (OMIM:607628): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to CLCN2 Epileptic spasm (HP:0011097)-abnormal nerve conduction (MP:0005403), 	
1040	CEACAM3_AR	CEACAM3	1084	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to OPHN1 associated with X-linked intellectual disability-cerebellar hypoplasia syndrome (ORPHA:137831): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to OPHN1 Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	
1040	GET1_AR	GET1	7485	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DNAJC5 associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to DNAJC5 Epileptic spasm (HP:0011097)-abnormal PNS synaptic transmission (MP:0002913), 	
1040	MEI1_AR	MEI1	150365	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CUL3 associated with Neurodevelopmental disorder with or without autism or seizures (OMIM:619239): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CUL3 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	EVC2_AR	EVC2	132884	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4376	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to NAPB associated with Developmental and epileptic encephalopathy 107 (OMIM:620033): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 	Proximity to NAPB Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	FAT3_AR	FAT3	120114	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2555	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to GNB2 associated with Neurodevelopmental disorder with hypotonia and dysmorphic facies (OMIM:619503): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to GNB2 Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 	
1040	SNX25_AD	SNX25	83891	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to YWHAG associated with Developmental and epileptic encephalopathy 56 (OMIM:617665): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	FBXO48_AD	FBXO48	554251	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to FBXO28 associated with Developmental and epileptic encephalopathy 100 (OMIM:619777): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ABI3BP_AD	ABI3BP	25890	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LGI1 associated with Epilepsy, familial temporal lobe, 1 (OMIM:600512): Epileptic spasm (HP:0011097)-Focal automatism seizure (HP:0032898), 	Proximity to LGI1 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	RNF38_AR	RNF38	152006	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2539	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased total retina thickness (MP:0011965), 		Proximity to DPM1 associated with DPM1-CDG (ORPHA:79322): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
1040	HLA-F_AD	HLA-F	3134	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.4852	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-demyelination (MP:0000921), 		Proximity to IFNG associated with TSC2 angiomyolipomas, renal, modifier of (OMIM:613254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to IFNG Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	HLA-F_AR	HLA-F	3134	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4852	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-demyelination (MP:0000921), 		Proximity to IFNG associated with TSC2 angiomyolipomas, renal, modifier of (OMIM:613254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to IFNG Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	ZNF331_AD	ZNF331	55422	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DPH5 associated with Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties (OMIM:620070): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	MAP3K21_AD	MAP3K21	84451	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GNAO1 associated with Neurodevelopmental disorder with involuntary movements (OMIM:617493): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GNAO1 Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
1040	ZDHHC21_AR	ZDHHC21	340481	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SLC25A15 associated with Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome (OMIM:238970): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
1040	CYP20A1_AD	CYP20A1	57404	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NDUFAF6 associated with Mitochondrial complex I deficiency, nuclear type 17 (OMIM:618239): Epileptic spasm (HP:0011097)-Focal motor seizure (HP:0011153), 		
1040	ZNF469_AR	ZNF469	84627	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NSD1 associated with Sotos syndrome (ORPHA:821): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
1040	TCERG1L_AD	TCERG1L	256536	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ERCC5 associated with Xeroderma pigmentosum, group G (OMIM:278780): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	VAT1_AR	VAT1	10493	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PPP3CA associated with Developmental and epileptic encephalopathy 91 (OMIM:617711): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to PPP3CA Epileptic spasm (HP:0011097)-abnormal hippocampal mossy fiber morphology (MP:0002761), 	
1040	NXPH1_AR	NXPH1	30010	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CRH associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CRH Epileptic spasm (HP:0011097)-abnormal solitary pulmonary neuroendocrine cell morphology (MP:0010914), 	
1040	CA10_AD	CA10	56934	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NARS1 associated with Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive (OMIM:619091): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
